time,open,high,low,close,EMA,Smoothing Line,Volume,Volume MA
2021-01-03T18:00:00-05:00,12889,12905,12869,12887.5,NaN,NaN,5127,NaN
2021-01-03T18:30:00-05:00,12888.5,12889.75,12852.75,12864,NaN,NaN,3854,NaN
2021-01-03T19:00:00-05:00,12864.5,12866.75,12842,12852.25,NaN,NaN,3563,NaN
2021-01-03T19:30:00-05:00,12852.25,12854.75,12825.25,12834.25,NaN,NaN,4078,NaN
2021-01-03T20:00:00-05:00,12834.25,12853.75,12833.25,12843.5,NaN,NaN,3464,NaN
2021-01-03T20:30:00-05:00,12843.75,12850.75,12836,12850.75,NaN,NaN,2749,NaN
2021-01-03T21:00:00-05:00,12850.75,12863.25,12850.75,12860.75,NaN,NaN,2314,NaN
2021-01-03T21:30:00-05:00,12861,12866.75,12854,12859,NaN,NaN,1967,NaN
2021-01-03T22:00:00-05:00,12859.5,12873,12855.75,12871.75,NaN,NaN,1588,NaN
2021-01-03T22:30:00-05:00,12871.25,12873.5,12866.25,12871,NaN,NaN,1318,NaN
2021-01-03T23:00:00-05:00,12871,12877.5,12870.75,12874.75,NaN,NaN,1389,NaN
2021-01-03T23:30:00-05:00,12874.25,12877,12871.25,12874.5,NaN,NaN,930,NaN
2021-01-04T00:00:00-05:00,12874.5,12875.25,12861.75,12868,NaN,NaN,1235,NaN
2021-01-04T00:30:00-05:00,12868,12870.75,12858,12868,NaN,NaN,1624,NaN
2021-01-04T01:00:00-05:00,12868.25,12884,12868,12880,NaN,NaN,2152,NaN
2021-01-04T01:30:00-05:00,12880,12895.25,12879.5,12890.75,NaN,NaN,1995,NaN
2021-01-04T02:00:00-05:00,12890.75,12928,12890.75,12916.5,NaN,NaN,6362,NaN
2021-01-04T02:30:00-05:00,12916.75,12933,12906.75,12932.5,12872.208333333334,NaN,3474,NaN
2021-01-04T03:00:00-05:00,12932.25,12953,12928.75,12930,12878.291666666668,NaN,6570,NaN
2021-01-04T03:30:00-05:00,12930.5,12938.25,12922.5,12932.25,12883.97149122807,NaN,3078,2941.55
2021-01-04T04:00:00-05:00,12932.25,12955.5,12930.5,12952.25,12891.158702677747,NaN,2855,2827.95
2021-01-04T04:30:00-05:00,12952.5,12959.75,12946.75,12948.75,12897.220944501141,12884.570227681392,2891,2779.8
2021-01-04T05:00:00-05:00,12948.75,12953.5,12932.25,12939,12901.618739816811,12890.452308978089,2752,2739.25
2021-01-04T05:30:00-05:00,12938.5,12947.5,12937,12939.75,12905.6325566782,12895.920486980394,1918,2631.25
2021-01-04T06:00:00-05:00,12939.75,12946.75,12937,12940.25,12909.276498080495,12900.981488350877,2185,2567.3
2021-01-04T06:30:00-05:00,12940.25,12949.5,12940.25,12940.5,12912.563182493075,12905.262384313944,1968,2528.25
2021-01-04T07:00:00-05:00,12940.25,12941.75,12934.25,12939.25,12915.372321178014,12908.89265964932,2515,2538.3
2021-01-04T07:30:00-05:00,12939.25,12953,12936,12952.5,12919.280497896118,12912.42501126518,3266,2603.25
2021-01-04T08:00:00-05:00,12952.5,12953.75,12941.25,12942.75,12921.75097180179,12915.648694289897,4580,2752.85
