time,open,high,low,close,EMA,Smoothing Line,Volume,Volume MA
2013-08-14T09:00:00-04:00,3137,3143.75,3124,3131,NaN,NaN,100521,NaN
2013-08-14T12:00:00-04:00,3131,3139,3126.25,3134.5,NaN,NaN,67533,NaN
2013-08-14T15:00:00-04:00,3134.75,3138,3118,3119.25,NaN,NaN,45419,NaN
2013-08-14T18:00:00-04:00,3113,3114.25,3106.25,3110.5,NaN,NaN,2759,NaN
2013-08-14T21:00:00-04:00,3110.75,3114.75,3109.5,3113,NaN,NaN,2390,NaN
2013-08-15T00:00:00-04:00,3113,3113,3109,3112.75,NaN,NaN,1111,NaN
2013-08-15T03:00:00-04:00,3113,3114.5,3106.5,3111.75,NaN,NaN,5313,NaN
2013-08-15T06:00:00-04:00,3111.25,3112.25,3091.5,3093.25,NaN,NaN,18847,NaN
2013-08-15T09:00:00-04:00,3093.5,3095.5,3066.5,3087.25,NaN,NaN,159609,NaN
2013-08-15T12:00:00-04:00,3087.25,3091.5,3069,3079.25,NaN,NaN,68292,NaN
2013-08-15T15:00:00-04:00,3079,3079.75,3070.5,3072.75,NaN,NaN,47144,NaN
2013-08-15T18:00:00-04:00,3071.75,3077,3071.25,3071.5,NaN,NaN,2217,NaN
2013-08-15T21:00:00-04:00,3072,3077.75,3069.25,3076.75,NaN,NaN,3220,NaN
2013-08-16T00:00:00-04:00,3076.5,3078.25,3068.25,3077,NaN,NaN,3159,NaN
2013-08-16T03:00:00-04:00,3077.25,3081.5,3073.75,3078,NaN,NaN,10688,NaN
2013-08-16T06:00:00-04:00,3078.25,3080,3075.75,3076.25,NaN,NaN,8419,NaN
2013-08-16T09:00:00-04:00,3076.25,3090,3068.5,3085.5,NaN,NaN,86010,NaN
2013-08-16T12:00:00-04:00,3085.5,3087.25,3071.25,3079.5,3094.9861111111113,NaN,48565,NaN
2013-08-16T15:00:00-04:00,3079.5,3082.75,3069,3069.75,3092.3296783625733,NaN,26603,NaN
2013-08-18T18:00:00-04:00,3068.5,3072.25,3060.25,3069.75,3089.9528701138815,NaN,1945,35488.2
2013-08-18T21:00:00-04:00,3069.5,3073.75,3069,3070.75,3087.931515365052,NaN,1519,30538.1
2013-08-19T00:00:00-04:00,3070.75,3076.75,3068.5,3076,3086.675566379257,3090.3751482663747,1034,27213.15
2013-08-19T03:00:00-04:00,3076,3076.5,3066.25,3074,3085.341296234072,3088.446185290967,9703,25427.35
2013-08-19T06:00:00-04:00,3074,3077.5,3069.25,3075.25,3084.2790545252224,3086.836060523497,8342,25706.5
2013-08-19T09:00:00-04:00,3075.25,3100.5,3071.5,3092.5,3085.1444172067777,3085.8743699420766,88640,30019
2013-08-19T12:00:00-04:00,3092.5,3095,3081,3083.25,3084.945004869222,3085.27706784291,50242,32475.55
2013-08-19T15:00:00-04:00,3083.25,3083.5,3067,3070.75,3083.4507938303564,3084.6321133331303,49097,34664.75
2013-08-19T18:00:00-04:00,3071.25,3077.5,3070.25,3076.75,3082.7454471113715,3084.1129435085895,1321,33788.45
2013-08-19T21:00:00-04:00,3076.25,3078.5,3070.5,3071.25,3081.5354000470165,3083.5642126129487,1697,25892.85
2013-08-20T00:00:00-04:00,3071.25,3073.5,3064,3073.25,3080.663252673646,3082.667979706322,3170,22636.75
2013-08-20T03:00:00-04:00,3073.25,3073.5,3063.5,3067.25,3079.251331339578,3081.5292450003935,9224,20740.75
2013-08-20T06:00:00-04:00,3067.25,3081.25,3066.5,3078,3079.1196122512015,3080.6630086845626,9858,21122.8
2013-08-20T09:00:00-04:00,3078.25,3095.5,3072.25,3093.5,3080.6333372773906,3080.2405867177663,72691,24596.35
2013-08-20T12:00:00-04:00,3093.5,3097,3085.75,3087.25,3081.329828090297,3080.1994723264224,36798,26278.3
2013-08-20T15:00:00-04:00,3087.25,3091.25,3081,3082.75,3081.4793198702655,3080.3626857657464,29015,27194.65
